StudentID,study_hours,attendance_percentage,participation_rate,total_score,grade,at_risk,risk_label,attendance_band,study_band,meets_70_rule,dataset
274,15.1,72.9,2.0,90.1,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
275,8.1,81.6,3.9,78.1,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
276,18.2,72.6,7.1,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
277,16.4,82.9,5.9,76.2,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
278,10.8,77.5,8.7,69.6,C,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
279,15.5,74.9,6.2,77.6,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
280,12.3,74.2,6.9,82.4,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
281,15.8,74.8,8.9,89.1,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
282,19.6,88.3,6.5,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
283,26.1,100.0,3.9,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
284,6.3,76.6,4.1,43.9,D,1,At risk,70-85%,Under 10h,Eligible,B (secondary)
285,29.9,81.2,5.6,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
286,1.3,82.9,5.5,54.5,D,1,At risk,70-85%,Under 10h,Eligible,B (secondary)
287,13.9,88.5,8.0,62.1,C,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
288,19.1,80.3,4.9,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
289,17.0,92.4,5.7,85.6,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
290,10.6,83.8,4.4,80.8,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
291,13.5,92.2,7.4,92.4,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
292,11.5,89.6,6.3,71.6,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
293,10.9,88.2,5.2,74.5,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
294,20.9,76.2,8.1,87.5,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
295,17.5,92.0,7.0,89.9,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
296,10.1,90.0,3.0,80.4,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
297,21.3,100.0,6.9,94.9,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
298,17.2,77.6,6.7,92.6,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
299,20.7,84.6,10.0,95.8,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
300,19.4,93.6,6.2,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
301,9.2,89.2,3.9,62.9,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
302,11.1,90.4,5.9,81.1,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
303,20.2,70.6,4.7,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
304,19.3,91.1,5.8,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
305,14.9,97.7,6.0,87.6,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
306,15.8,73.4,8.9,88.1,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
307,23.9,86.1,4.9,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
308,10.9,80.5,5.7,77.1,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
309,18.8,87.2,4.2,80.0,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
310,13.6,97.7,3.5,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
311,13.5,73.9,8.6,90.6,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
312,22.7,85.4,9.2,95.9,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
313,20.8,84.2,7.3,99.6,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
314,20.7,88.8,3.8,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
315,24.1,80.4,4.9,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
316,15.1,100.0,1.8,82.2,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
317,19.8,73.4,2.8,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
318,12.8,97.7,8.1,79.8,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
319,17.3,85.2,6.6,94.6,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
320,14.1,73.8,5.2,84.1,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
321,15.7,85.1,7.4,85.3,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
322,19.2,74.7,6.4,87.2,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
323,9.3,70.9,6.1,80.3,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
324,29.6,100.0,6.1,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
325,8.0,90.2,4.8,71.6,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
326,6.5,86.0,8.6,75.5,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
327,23.1,81.6,3.7,98.6,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
328,20.5,93.7,8.2,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
329,19.4,87.7,5.8,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
330,19.4,80.3,5.4,97.9,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
331,14.9,100.0,10.0,90.5,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
332,8.7,87.3,4.5,41.3,D,1,At risk,Above 85%,Under 10h,Eligible,B (secondary)
333,15.5,75.8,7.2,93.3,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
334,10.3,78.2,10.0,81.3,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
335,21.8,88.8,7.0,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
336,14.0,98.7,6.6,97.8,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
337,9.2,88.3,8.0,56.7,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
338,12.8,94.1,7.1,81.2,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
339,17.9,78.4,5.8,99.9,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
340,11.1,88.1,7.4,94.6,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
341,9.2,83.7,2.4,72.9,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
342,16.7,74.9,5.1,80.6,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
343,16.7,94.9,10.0,97.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
344,11.5,78.1,5.8,89.4,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
345,11.7,97.9,8.2,79.7,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
346,16.6,100.0,4.3,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
347,4.9,91.0,6.0,59.0,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
348,5.1,79.5,7.9,56.9,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
349,10.0,72.0,6.4,79.9,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
350,13.5,80.0,4.4,91.5,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
351,17.2,85.4,4.9,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
352,25.3,85.3,7.6,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
353,21.0,73.6,6.7,87.3,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
354,13.9,65.4,3.9,87.4,A,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
355,14.9,87.1,6.9,88.3,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
356,8.0,94.8,6.2,68.8,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
357,14.9,90.4,7.2,94.7,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
358,13.0,92.5,7.8,76.4,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
359,17.3,90.4,6.4,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
360,9.2,82.3,6.9,72.1,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
361,18.6,100.0,4.6,83.7,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
362,25.7,65.4,6.7,100.0,A,0,Not at risk,50-70%,20-30h,Not eligible,B (secondary)
363,14.2,88.1,6.0,85.1,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
364,17.8,82.1,3.7,89.5,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
365,19.8,80.0,1.9,95.4,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
366,12.2,97.8,3.5,82.5,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
367,16.6,89.5,7.2,77.5,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
368,15.1,99.6,5.6,89.9,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
369,15.7,91.3,3.1,93.3,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
370,9.6,94.4,7.5,80.0,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
371,15.2,88.4,5.7,96.4,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
372,18.5,97.3,6.4,95.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
373,25.2,100.0,6.9,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
374,21.7,97.8,1.2,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
375,30.1,99.7,6.6,100.0,A,0,Not at risk,Above 85%,Over 30h,Eligible,B (secondary)
376,9.6,89.8,3.2,82.4,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
377,21.1,80.3,7.5,92.2,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
378,16.3,94.9,6.0,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
379,30.3,64.4,4.1,100.0,A,0,Not at risk,50-70%,Over 30h,Not eligible,B (secondary)
380,9.3,81.7,3.8,60.4,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
381,9.1,68.2,2.6,76.5,B,0,Not at risk,50-70%,Under 10h,Not eligible,B (secondary)
382,10.8,87.0,6.3,88.7,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
383,0.1,100.0,9.0,33.8,F,1,At risk,Above 85%,Under 10h,Eligible,B (secondary)
384,11.3,76.4,6.7,67.3,C,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
385,9.7,96.9,10.0,87.6,A,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
386,16.1,76.0,9.5,92.1,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
387,17.4,76.8,6.7,85.4,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
388,28.1,77.2,7.5,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
389,21.7,85.5,5.8,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
390,11.0,70.7,5.4,97.6,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
391,8.7,84.9,4.2,54.1,D,1,At risk,70-85%,Under 10h,Eligible,B (secondary)
392,18.4,92.8,4.6,85.8,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
393,5.8,88.0,4.8,63.1,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
394,27.8,80.3,9.5,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
395,23.3,90.6,6.3,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
396,11.7,92.7,7.5,89.6,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
397,3.0,86.6,6.5,58.6,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
398,24.5,85.5,8.1,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
399,14.2,100.0,7.2,81.5,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
400,23.7,87.9,6.6,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
401,3.8,85.8,4.7,67.2,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
402,10.8,88.7,4.5,67.8,C,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
403,15.0,91.7,4.4,87.4,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
404,15.3,82.9,9.9,90.2,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
405,11.8,73.2,2.7,64.9,C,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
406,19.4,67.1,6.5,88.6,A,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
407,7.5,87.5,7.6,81.3,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
408,14.0,76.5,5.4,88.5,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
409,15.8,90.0,4.9,85.6,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
410,18.6,87.8,4.1,91.5,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
411,20.0,83.3,6.5,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
412,7.1,83.1,8.3,66.4,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
413,4.3,77.5,5.9,54.3,D,1,At risk,70-85%,Under 10h,Eligible,B (secondary)
414,23.9,70.1,7.7,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
415,17.3,91.6,5.5,89.6,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
416,9.8,94.2,5.6,89.2,A,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
417,25.9,79.2,5.7,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
418,15.8,90.1,5.7,96.3,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
419,23.3,66.9,4.6,100.0,A,0,Not at risk,50-70%,20-30h,Not eligible,B (secondary)
420,15.5,98.2,4.7,90.5,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
421,29.4,91.3,7.9,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
422,27.3,83.0,5.4,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
423,13.3,75.8,8.7,71.4,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
424,21.8,100.0,7.1,89.8,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
425,19.5,91.0,7.2,81.8,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
426,24.6,93.6,4.9,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
427,8.2,85.1,9.9,74.1,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
428,19.8,100.0,4.9,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
429,22.4,82.9,4.4,96.4,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
430,2.7,88.0,5.1,47.0,D,1,At risk,Above 85%,Under 10h,Eligible,B (secondary)
431,6.7,90.2,4.2,46.4,D,1,At risk,Above 85%,Under 10h,Eligible,B (secondary)
432,0.7,89.0,6.8,54.4,D,1,At risk,Above 85%,Under 10h,Eligible,B (secondary)
433,13.1,93.6,5.3,76.0,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
434,20.0,80.1,2.2,97.8,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
435,25.5,95.1,6.7,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
436,15.5,91.8,4.9,92.8,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
437,26.4,90.4,6.3,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
438,5.3,97.0,3.7,78.9,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
439,3.1,78.2,3.8,74.0,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
440,14.6,81.0,5.5,75.3,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
441,17.7,90.2,6.1,88.4,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
442,14.8,95.8,7.9,81.0,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
443,0.5,89.4,8.9,45.8,D,1,At risk,Above 85%,Under 10h,Eligible,B (secondary)
444,14.4,97.7,6.4,80.3,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
445,5.9,89.5,8.3,69.6,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
446,19.7,81.0,7.8,98.2,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
447,17.6,84.0,5.5,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
448,8.4,95.8,6.2,89.5,A,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
449,11.4,95.8,7.2,66.9,C,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
450,7.6,61.6,8.4,80.3,B,0,Not at risk,50-70%,Under 10h,Not eligible,B (secondary)
451,14.6,92.6,2.8,67.3,C,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
452,21.7,80.6,8.4,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
453,8.1,99.4,4.8,78.7,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
454,18.5,94.1,8.1,86.2,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
455,11.3,92.8,7.5,71.9,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
456,9.4,88.3,6.6,49.3,D,1,At risk,Above 85%,Under 10h,Eligible,B (secondary)
457,14.3,83.4,5.0,93.4,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
458,7.8,89.2,6.4,55.0,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
459,11.1,76.4,4.3,79.6,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
460,6.6,99.9,4.2,51.9,D,1,At risk,Above 85%,Under 10h,Eligible,B (secondary)
461,28.8,70.1,3.9,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
462,15.2,100.0,3.5,94.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
463,10.1,100.0,4.9,96.2,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
464,16.5,78.7,5.9,77.5,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
465,14.2,81.9,6.0,85.2,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
466,13.5,96.6,4.9,99.2,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
467,19.3,72.7,7.2,92.8,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
468,20.3,89.4,4.9,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
469,11.3,97.7,5.0,72.3,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
470,11.0,96.7,7.0,65.7,C,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
471,13.1,82.8,8.9,66.0,C,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
472,0.0,97.2,3.9,60.0,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
473,4.4,88.1,4.5,63.6,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
474,24.6,98.7,5.5,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
475,26.5,77.8,6.3,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
476,13.3,79.0,8.2,82.1,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
477,19.0,94.1,6.1,83.4,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
478,17.2,98.3,5.3,97.2,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
479,36.6,77.7,5.2,100.0,A,0,Not at risk,70-85%,Over 30h,Eligible,B (secondary)
480,22.8,89.4,5.0,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
481,14.1,80.7,6.2,80.2,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
482,8.3,78.0,5.5,78.5,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
483,3.8,88.3,6.5,67.7,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
484,16.4,84.5,3.7,75.5,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
485,9.7,79.7,4.8,74.0,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
486,5.0,74.5,6.5,68.5,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
487,10.5,52.5,4.4,66.9,C,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
488,7.4,84.7,4.2,87.8,A,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
489,26.8,72.8,6.4,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
490,21.2,82.5,9.3,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
491,14.9,96.7,8.4,88.1,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
492,25.4,78.1,5.4,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
493,15.5,70.6,8.4,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
494,9.0,90.3,3.4,85.5,A,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
495,25.7,88.9,6.6,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
496,18.8,83.2,7.7,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
497,7.7,81.4,5.3,72.8,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
498,13.7,87.0,5.6,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
499,8.9,87.4,4.0,63.5,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
500,5.3,74.2,8.9,72.7,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
501,21.5,99.4,2.8,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
502,28.4,78.6,5.8,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
503,5.2,67.6,6.2,69.7,C,0,Not at risk,50-70%,Under 10h,Not eligible,B (secondary)
504,18.9,82.7,3.6,95.4,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
505,10.4,73.6,3.6,56.8,C,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
506,11.6,98.6,5.9,75.2,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
507,10.9,83.9,4.5,72.6,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
508,9.0,92.6,6.7,64.6,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
509,15.3,94.6,8.4,72.6,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
510,9.2,87.1,2.4,80.7,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
511,16.9,100.0,3.0,89.4,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
512,14.6,91.1,8.7,91.1,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
513,13.3,85.4,0.9,92.8,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
514,8.6,88.3,9.3,63.2,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
515,11.0,76.1,6.1,80.9,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
516,20.3,75.4,5.2,94.3,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
517,18.5,93.7,5.5,92.6,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
518,8.2,85.4,3.9,65.8,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
519,15.7,94.4,8.0,96.1,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
520,20.3,98.4,5.2,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
521,3.3,90.4,6.3,66.1,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
522,18.8,98.8,5.9,90.7,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
523,10.4,60.2,7.7,63.3,C,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
524,19.0,85.9,8.0,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
525,9.7,85.1,7.6,63.5,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
526,2.4,77.1,6.6,79.1,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
527,3.6,86.1,5.8,63.9,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
528,15.3,76.4,8.8,88.2,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
529,16.8,91.0,6.8,79.1,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
530,8.7,83.1,6.6,70.6,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
531,19.5,77.4,5.3,99.3,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
532,3.4,90.9,4.4,55.1,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
533,14.5,100.0,4.7,81.3,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
534,6.5,81.6,6.6,43.0,D,1,At risk,70-85%,Under 10h,Eligible,B (secondary)
535,10.4,83.7,6.1,89.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
536,15.3,88.2,8.9,78.5,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
537,9.0,82.4,7.5,77.6,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
538,12.3,86.8,7.1,92.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
539,22.0,74.0,4.5,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
540,11.0,73.6,9.0,73.2,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
541,20.8,81.3,6.2,96.5,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
542,7.1,81.6,4.5,62.1,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
543,18.7,87.9,7.3,86.1,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
544,25.1,90.6,6.9,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
545,0.0,75.7,6.8,37.8,F,1,At risk,70-85%,Under 10h,Eligible,B (secondary)
546,9.4,84.1,4.8,65.3,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
547,19.0,80.5,6.3,79.8,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
