ID,prior_gpa,test_score,attendance_rate,assignment_rate,risk_level,at_risk,risk_label,attendance_band,gpa_band,meets_70_rule,dataset
1211,3.46,30,98,92,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1212,3.9,19,72,98,High,1,At risk,70-85%,Above 3.5,Eligible,A (primary)
1213,2.15,25,99,56,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1214,3.49,20,99,72,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1215,2.96,25,69,76,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1216,3.27,19,64,64,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1217,2.62,20,74,61,High,1,At risk,70-85%,2.5-3.5,Eligible,A (primary)
1218,2.05,21,74,93,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1219,3.75,26,100,73,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1220,3.9,24,97,90,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1221,3.12,26,89,65,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1222,2.09,19,70,87,High,1,At risk,50-70%,2.0-2.5,Eligible,A (primary)
1223,2.04,27,76,90,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1224,3.73,29,94,75,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1225,3.38,23,96,91,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1226,2.27,18,71,56,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1227,2.71,24,72,51,High,1,At risk,70-85%,2.5-3.5,Eligible,A (primary)
1228,2.38,27,83,97,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1229,3.7,30,94,63,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1230,3.95,19,95,77,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1231,3.08,24,86,61,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1232,2.0,20,82,64,High,1,At risk,70-85%,Below 2.0,Eligible,A (primary)
1233,3.75,23,90,60,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1234,3.24,22,100,89,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1235,2.78,30,64,59,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1236,2.92,19,63,54,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1237,3.22,22,93,81,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1238,3.56,27,73,91,High,1,At risk,70-85%,Above 3.5,Eligible,A (primary)
1239,2.77,30,64,71,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1240,3.11,22,90,61,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1241,2.28,29,99,99,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1242,3.69,25,65,56,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
1243,3.48,21,90,80,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1244,2.15,18,93,76,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1245,3.24,29,65,76,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1246,3.09,19,96,79,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1247,2.06,18,78,97,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1248,3.36,30,96,58,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1249,2.38,26,71,67,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1250,3.33,27,98,54,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1251,3.07,28,95,75,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1252,3.89,25,100,90,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1253,3.78,24,86,55,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1254,3.6,23,96,88,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1255,3.17,19,63,85,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1256,2.41,28,67,99,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
1257,2.34,21,69,93,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
1258,2.3,26,95,77,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1259,3.8,26,68,79,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
1260,2.61,21,72,86,High,1,At risk,70-85%,2.5-3.5,Eligible,A (primary)
1261,3.0,23,86,57,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1262,2.91,19,74,90,High,1,At risk,70-85%,2.5-3.5,Eligible,A (primary)
1263,3.47,28,94,87,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1264,3.2,20,96,78,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1265,2.02,26,97,53,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1266,3.46,21,99,73,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1267,3.31,24,74,79,High,1,At risk,70-85%,2.5-3.5,Eligible,A (primary)
1268,2.4,28,75,79,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1269,3.35,25,97,90,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1270,3.41,25,86,83,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1271,3.12,26,90,73,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1272,2.38,21,77,52,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1273,2.16,19,78,94,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1274,2.25,23,61,70,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
1275,2.47,19,64,67,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
1276,3.85,21,86,74,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1277,3.5,21,63,57,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1278,3.53,18,86,80,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1279,3.52,26,85,54,Low,0,Not at risk,70-85%,Above 3.5,Eligible,A (primary)
1280,3.74,23,87,81,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1281,3.33,27,90,98,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1282,3.24,28,97,97,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1283,3.28,28,98,55,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1284,2.69,22,74,66,High,1,At risk,70-85%,2.5-3.5,Eligible,A (primary)
1285,3.1,20,96,53,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1286,2.02,27,92,51,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1287,3.57,19,71,60,High,1,At risk,70-85%,Above 3.5,Eligible,A (primary)
1288,3.52,28,92,94,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1289,3.64,30,99,70,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1290,3.89,20,88,93,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1291,2.09,19,62,97,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
1292,2.27,27,84,82,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1293,2.69,26,65,76,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1294,3.15,20,99,92,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1295,2.4,20,63,92,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
1296,3.54,26,85,71,Low,0,Not at risk,70-85%,Above 3.5,Eligible,A (primary)
1297,3.51,21,70,87,High,1,At risk,50-70%,Above 3.5,Eligible,A (primary)
1298,3.15,26,74,97,High,1,At risk,70-85%,2.5-3.5,Eligible,A (primary)
1299,2.62,27,62,86,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1300,3.65,26,74,94,High,1,At risk,70-85%,Above 3.5,Eligible,A (primary)
1301,3.62,19,86,51,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1302,3.25,30,92,98,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1303,3.5,30,91,60,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1304,3.52,25,87,87,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1305,3.97,26,62,91,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
1306,3.91,29,63,93,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
1307,3.09,21,62,94,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1308,2.38,19,80,77,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1309,2.29,27,91,82,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1310,3.82,25,62,85,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
1311,3.55,24,89,83,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1312,3.54,30,98,91,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1313,3.4,22,90,69,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1314,2.09,23,76,94,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1315,2.91,26,62,85,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1316,3.35,28,66,85,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1317,3.83,18,69,76,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
1318,3.47,23,100,81,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1319,2.41,24,71,68,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1320,2.66,21,60,90,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1321,2.28,26,88,82,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1322,2.67,22,70,98,High,1,At risk,50-70%,2.5-3.5,Eligible,A (primary)
1323,3.76,29,66,59,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
1324,2.42,19,71,77,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1325,2.58,24,67,56,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1326,3.56,24,90,64,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1327,2.11,27,84,95,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1328,3.8,27,94,93,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1329,2.46,19,67,85,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
1330,3.56,29,98,79,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1331,3.69,28,69,61,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
1332,3.17,24,96,62,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1333,3.65,21,93,84,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1334,3.88,22,60,52,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
1335,2.03,18,85,57,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1336,2.07,24,70,76,High,1,At risk,50-70%,2.0-2.5,Eligible,A (primary)
1337,2.46,30,84,61,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1338,3.14,20,99,93,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1339,3.27,20,96,77,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1340,3.61,20,99,92,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1341,3.29,22,71,91,High,1,At risk,70-85%,2.5-3.5,Eligible,A (primary)
1342,3.22,27,94,59,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1343,3.09,21,73,98,High,1,At risk,70-85%,2.5-3.5,Eligible,A (primary)
1344,3.46,18,67,56,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1345,3.13,29,68,74,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1346,3.6,23,98,92,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1347,2.0,26,74,96,High,1,At risk,70-85%,Below 2.0,Eligible,A (primary)
1348,3.96,26,88,79,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1349,2.44,24,93,98,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1350,3.8,22,90,94,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1351,2.09,28,91,88,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1352,3.65,27,60,69,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
1353,3.27,20,87,69,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1354,2.37,29,96,58,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1355,3.49,19,98,59,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1356,3.95,30,62,88,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
1357,2.23,26,88,75,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1358,3.12,18,96,98,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1359,3.65,23,98,88,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1360,3.46,22,95,100,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1361,2.69,23,66,98,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1362,3.34,29,87,54,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1363,2.01,24,60,86,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
1364,2.9,24,61,95,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1365,2.18,24,80,57,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1366,3.95,25,64,54,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
1367,2.03,23,78,78,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1368,2.33,19,75,73,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1369,3.82,28,94,83,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1370,3.75,21,68,90,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
1371,3.55,26,98,60,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1372,3.55,20,85,81,Low,0,Not at risk,70-85%,Above 3.5,Eligible,A (primary)
1373,2.24,20,78,96,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1374,3.58,21,93,51,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1375,3.96,20,94,56,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1376,2.46,28,91,91,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1377,3.14,25,85,86,Low,0,Not at risk,70-85%,2.5-3.5,Eligible,A (primary)
1378,3.83,25,92,79,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1379,2.57,22,65,80,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1380,2.28,19,65,70,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
1381,2.53,19,73,53,High,1,At risk,70-85%,2.5-3.5,Eligible,A (primary)
1382,3.55,29,95,77,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1383,3.87,28,62,76,High,1,At risk,50-70%,Above 3.5,Not eligible,A (primary)
1384,2.13,21,79,91,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1385,3.8,28,94,82,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1386,2.38,24,74,55,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1387,2.4,23,73,65,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1388,2.61,27,73,67,High,1,At risk,70-85%,2.5-3.5,Eligible,A (primary)
1389,2.37,20,85,81,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1390,2.03,21,66,82,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
1391,3.72,22,94,76,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1392,3.31,24,89,68,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1393,3.91,19,90,63,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1394,2.44,23,62,58,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
1395,3.65,22,98,94,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1396,3.76,30,88,78,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1397,3.33,21,89,51,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1398,3.21,18,94,94,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1399,3.88,23,87,64,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1400,2.56,29,62,52,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1401,3.21,29,87,76,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1402,2.04,28,96,65,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1403,2.13,19,89,61,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1404,3.98,29,74,96,High,1,At risk,70-85%,Above 3.5,Eligible,A (primary)
1405,2.07,25,83,97,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1406,2.62,26,67,94,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1407,3.02,26,71,91,High,1,At risk,70-85%,2.5-3.5,Eligible,A (primary)
1408,2.97,29,65,60,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1409,2.49,23,93,90,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1410,3.79,29,90,63,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1411,3.11,20,63,77,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1412,4.0,29,94,60,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1413,3.44,27,71,68,High,1,At risk,70-85%,2.5-3.5,Eligible,A (primary)
1414,2.1,22,65,75,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
1415,3.44,25,67,88,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1416,3.33,19,98,74,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1417,3.7,24,88,91,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1418,2.86,20,69,81,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1419,3.67,26,94,97,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1420,2.17,22,72,56,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1421,2.18,28,60,71,High,1,At risk,50-70%,2.0-2.5,Not eligible,A (primary)
1422,3.16,26,94,58,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1423,3.86,19,86,83,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1424,3.24,25,85,66,Low,0,Not at risk,70-85%,2.5-3.5,Eligible,A (primary)
1425,3.62,25,89,58,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1426,2.23,24,82,72,High,1,At risk,70-85%,2.0-2.5,Eligible,A (primary)
1427,3.17,19,96,62,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1428,3.63,24,89,58,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1429,3.45,20,89,58,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1430,2.23,21,97,72,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1431,3.01,19,95,93,Low,0,Not at risk,Above 85%,2.5-3.5,Eligible,A (primary)
1432,3.76,28,72,90,High,1,At risk,70-85%,Above 3.5,Eligible,A (primary)
1433,2.41,25,92,51,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1434,2.56,28,60,56,High,1,At risk,50-70%,2.5-3.5,Not eligible,A (primary)
1435,3.59,26,86,70,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1436,3.84,19,86,84,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
1437,3.32,28,85,58,Low,0,Not at risk,70-85%,2.5-3.5,Eligible,A (primary)
1438,2.45,21,86,55,High,1,At risk,Above 85%,2.0-2.5,Eligible,A (primary)
1439,3.65,23,97,86,Low,0,Not at risk,Above 85%,Above 3.5,Eligible,A (primary)
